after,distnoab,timetorecid,traffcoc,ban,age,black,male,totalyearssentenced,prioroffensenumber,countoffenses,anyrecid,finrecidany,nonfinrecidany
1,4744,,0,1,27,0,1,4,0,1,0,0,0
1,3092,846,1,1,26,1,1,3,0,3,1,1,0
1,5338,,1,1,32,1,1,4,1,1,0,0,0
1,4727,,0,1,29,1,1,4,0,1,0,0,0
1,970,,1,1,74,0,1,2,0,1,0,0,0
1,1264,,1,1,34,1,1,4,0,1,0,0,0
0,-9,,1,1,24,1,1,5.6575341,0,2,0,0,0
1,1119,1124,1,1,25,1,1,3,1,1,1,0,1
1,4319,,0,1,43,1,1,3.2219179,0,2,0,0,0
1,2961,,0,1,33,1,1,5,0,1,0,0,0
1,1042,,0,1,42,1,1,1.9315069,0,2,0,0,0
1,5785,,0,1,31,0,1,3,0,1,0,0,0
1,4037,,0,1,34,0,1,3.4931507,1,1,0,0,0
1,3029,,0,1,39,0,1,7,0,1,0,0,0
1,1617,,0,1,33,1,1,3,1,2,0,0,0
1,3272,780,0,1,24,0,1,3,0,2,1,1,0
1,2656,,1,1,23,0,1,2,0,2,0,0,0
1,1048,,1,1,57,0,1,5,0,1,0,0,0
1,4171,,0,1,38,0,1,4,0,1,0,0,0
1,371,,1,1,31,1,0,3.7397261,0,1,0,0,0
1,140,403,1,1,24,0,1,5,0,7,1,1,0
1,4351,,0,1,37,1,1,3,1,7,0,0,0
0,-224,,1,1,61,1,0,3.1643836,0,1,0,0,0
1,5376,,1,1,31,1,1,3,1,1,0,0,0
1,892,,1,1,30,1,1,2,0,1,0,0,0
1,3605,,1,1,28,1,1,3,1,3,0,0,0
1,3814,,1,1,47,0,1,4,0,1,0,0,0
1,4981,,0,1,33,1,1,3,1,2,0,0,0
1,3736,,1,1,29,1,1,6,0,5,0,0,0
1,4639,,0,1,25,0,1,3,0,3,0,0,0
1,4156,747,1,1,26,0,1,3,0,1,1,1,0
1,1355,,1,1,23,1,1,3,0,2,0,0,0
1,335,,1,1,31,1,1,4,0,3,0,0,0
1,1616,,0,1,32,0,1,1.4931507,1,1,0,0,0
0,-242,,1,1,37,1,1,7,0,1,0,0,0
1,2901,,0,1,32,0,1,4.3945208,0,1,0,0,0
1,3149,323,0,1,39,1,1,4.6164384,3,2,1,1,0
1,740,,1,1,32,0,1,3,0,1,0,0,0
1,3675,383,1,1,29,1,1,3,1,1,1,1,0
1,5513,,1,1,49,0,1,1.4931507,2,3,0,0,0
1,2884,,0,1,41,0,1,3,0,1,0,0,0
1,3520,,0,1,28,0,0,3,0,2,0,0,0
1,3437,,0,1,29,0,1,1.0027397,1,2,0,0,0
1,3428,,1,1,28,1,1,4,0,1,0,0,0
1,4319,,0,1,32,0,1,4.0136986,0,1,0,0,0
1,4040,,1,1,48,1,1,3.0876713,2,2,0,0,0
1,3981,,1,1,50,0,1,7,0,1,0,0,0
1,198,,1,1,32,0,1,1.4931507,1,1,0,0,0
1,5993,,0,1,40,0,1,1.4931507,0,2,0,0,0
1,2702,,1,1,24,0,1,3.789041,0,2,0,0,0
1,2051,,1,1,24,0,1,3,0,1,0,0,0
1,4474,,0,1,49,0,1,3,0,1,0,0,0
1,1698,,1,1,22,0,1,3.2219179,0,1,0,0,0
1,1342,,1,1,34,0,1,1.4109589,0,1,0,0,0
1,3647,,0,1,45,0,1,3,0,2,0,0,0
1,5534,,0,1,24,1,0,2.0246575,0,1,0,0,0
1,4818,,0,1,26,0,1,3,0,2,0,0,0
1,2204,,0,1,26,0,0,7,0,1,0,0,0
1,2877,1026,1,1,26,1,1,6.5835614,0,2,1,1,0
1,3360,,0,1,48,1,1,1.3287672,0,2,0,0,0
1,2354,,1,1,20,0,1,1.0027397,0,1,0,0,0
1,3535,,1,1,45,0,1,3,0,1,0,0,0
1,2411,,0,1,22,0,1,3.6164384,0,3,0,0,0
1,4653,,0,1,35,0,1,3,0,1,0,0,0
1,3735,,0,1,24,0,1,1.4931507,0,1,0,0,0
1,263,,1,1,30,0,1,5,0,1,0,0,0
1,4284,,1,1,37,0,1,5,1,1,0,0,0
1,4500,,0,1,44,0,0,3,0,1,0,0,0
1,2911,,0,1,48,0,1,4.3205481,1,2,0,0,0
1,4572,,0,1,33,0,1,5.0630136,0,4,0,0,0
1,977,,0,1,21,0,1,15,0,3,0,0,0
1,4009,,0,1,22,0,1,3,0,1,0,0,0
1,5194,,0,1,45,0,1,3.6904109,0,1,0,0,0
1,4268,,1,1,32,1,1,3.2547946,0,1,0,0,0
1,5593,,0,1,26,0,0,1.2465754,0,2,0,0,0
1,2328,,0,1,39,0,1,2,0,1,0,0,0
1,5641,,0,1,22,0,0,3,0,1,0,0,0
1,83,,1,1,36,0,1,1.0027397,0,1,0,0,0
1,2251,,1,1,30,1,1,12.493151,0,1,0,0,0
1,3444,,1,1,47,1,1,3.7150686,4,1,0,0,0
1,4746,,1,1,27,1,1,2,0,2,0,0,0
0,-141,,1,1,25,1,1,9.1643839,0,1,0,0,0
1,1642,,1,1,40,0,1,1.9041096,0,1,0,0,0
1,5193,,1,1,27,1,1,3.2356164,1,4,0,0,0
1,4829,,0,1,41,0,1,4.7643838,0,3,0,0,0
1,1798,,0,1,23,0,1,3,0,1,0,0,0
1,3769,,1,1,34,1,1,2,1,1,0,0,0
1,3535,,0,1,26,0,0,1.4931507,0,1,0,0,0
1,2071,,0,1,41,0,1,1.4931507,0,1,0,0,0
1,3181,,1,1,58,0,1,1.0027397,0,1,0,0,0
1,4270,,0,1,35,0,1,3,0,1,0,0,0
1,3577,,0,1,40,1,1,4,0,1,0,0,0
1,2443,,0,1,24,0,1,3.3287671,0,1,0,0,0
1,5897,,1,1,33,1,1,4.7945204,2,7,0,0,0
1,1322,,1,1,43,0,1,3,1,1,0,0,0
1,972,1531,1,1,28,1,1,5,4,5,1,0,1
1,5010,,1,1,33,0,1,3,0,1,0,0,0
1,1187,,0,1,55,0,1,5,0,1,0,0,0
1,1855,,1,1,27,0,1,15,0,3,0,0,0
1,4689,675,0,1,31,0,1,4.1643834,1,3,1,1,0
1,3648,,1,1,27,1,1,3.9041095,0,1,0,0,0
1,2624,,0,1,45,0,1,7,0,2,0,0,0
1,3115,,1,1,30,0,1,2.4931507,1,4,0,0,0
1,515,,1,1,36,1,1,3,0,3,0,0,0
1,4586,,0,1,22,0,0,3.1726027,0,3,0,0,0
1,3715,,0,1,27,0,0,1.7780821,0,2,0,0,0
1,3079,,0,1,29,0,1,2,0,1,0,0,0
1,4130,,1,1,47,0,1,2,0,1,0,0,0
1,4270,1070,0,1,28,0,1,3,1,1,1,1,0
1,527,,1,1,26,1,0,2.8630137,0,1,0,0,0
1,1076,277,1,1,25,1,1,3,1,1,1,0,1
1,5198,,0,1,38,0,1,3,0,1,0,0,0
1,289,,0,1,48,0,1,4,0,2,0,0,0
1,3028,,1,1,73,1,1,4,1,1,0,0,0
1,1260,,0,1,30,1,1,5,1,4,0,0,0
1,1884,,0,1,46,0,1,10,0,1,0,0,0
1,3253,,1,1,27,0,1,7,1,2,0,0,0
1,4638,,0,1,32,0,1,3,0,1,0,0,0
1,4464,,1,1,29,0,1,7,0,1,0,0,0
1,5226,,0,1,33,1,1,5.1123285,2,2,0,0,0
1,2631,,1,1,30,0,1,9,0,1,0,0,0
1,1499,,1,1,32,1,1,3,0,2,0,0,0
1,2650,,0,1,46,0,0,5.5753427,0,1,0,0,0
1,2659,1038,1,1,29,0,1,2.2465754,0,1,1,1,0
1,4450,,0,1,34,0,1,3.7397261,1,2,0,0,0
1,3197,,1,1,21,0,1,3,0,2,0,0,0
1,3999,,0,1,21,0,1,3,0,2,0,0,0
1,2709,1535,1,1,25,1,1,4.4000001,1,2,1,1,0
1,5808,,1,1,34,1,1,4.1671233,2,1,0,0,0
1,2582,400,0,1,28,0,1,3.1397259,1,1,1,1,0
1,4170,,0,1,33,0,0,5.5671234,0,1,0,0,0
1,2958,,0,1,34,0,1,5,0,2,0,0,0
1,3700,,0,1,22,0,1,1.4931507,0,2,0,0,0
1,431,,1,1,24,0,0,10,0,1,0,0,0
1,2726,595,0,1,21,0,1,5,0,4,1,1,0
1,4625,,1,1,36,0,1,3,0,1,0,0,0
1,3660,981,1,1,29,0,1,3,0,1,1,1,0
1,2138,,1,1,25,1,1,3,0,1,0,0,0
1,4556,,0,1,33,0,0,3,0,1,0,0,0
1,590,,1,1,20,1,0,2.8630137,0,1,0,0,0
1,4998,,0,1,36,1,1,3,0,2,0,0,0
1,424,1846,0,1,23,0,1,2.2465754,0,1,1,1,0
1,1623,,1,1,25,1,1,10.09863,0,5,0,0,0
1,3541,,1,1,20,0,1,7,0,1,0,0,0
1,5089,,0,1,31,0,1,5,0,1,0,0,0
1,5722,,1,1,43,0,1,2.4931507,0,1,0,0,0
1,3230,,1,1,27,0,1,3,0,2,0,0,0
1,4830,,0,1,29,0,1,1.4931507,0,1,0,0,0
1,2805,,0,1,25,0,1,7.1369863,0,6,0,0,0
1,4080,,0,1,55,0,1,3,0,1,0,0,0
1,3596,,1,1,22,1,1,3,0,1,0,0,0
1,3366,,1,1,46,1,1,6,0,1,0,0,0
1,4397,,0,1,29,0,1,1.4931507,0,2,0,0,0
1,4390,,0,1,36,0,0,5.09863,0,4,0,0,0
1,5112,,0,1,36,0,1,3,1,1,0,0,0
1,1413,,1,1,28,1,1,3.5863013,0,1,0,0,0
1,32,,1,1,36,0,1,10,1,2,0,0,0
1,946,,1,1,27,1,1,2.4931507,0,1,0,0,0
1,2527,,1,1,29,1,1,3.2273972,1,2,0,0,0
1,4115,,0,1,20,1,1,2,0,2,0,0,0
1,165,,1,1,47,1,1,7,0,1,0,0,0
1,4313,,0,1,29,0,1,6,1,2,0,0,0
1,896,,1,1,38,1,1,5,0,1,0,0,0
1,4785,,0,1,38,0,0,5,0,3,0,0,0
1,5108,,1,1,40,0,1,3,0,1,0,0,0
1,4574,,0,1,35,0,1,4,0,2,0,0,0
1,1973,,1,1,31,1,1,3,2,2,0,0,0
1,1859,,0,1,30,0,0,1.4931507,0,1,0,0,0
1,1100,,1,1,42,0,1,1.7397261,0,1,0,0,0
1,4942,,1,1,29,1,1,3,0,1,0,0,0
1,3671,502,0,1,45,0,1,3,0,2,1,1,0
1,4707,,0,1,64,0,1,3,0,1,0,0,0
1,3310,,1,1,49,0,1,5,0,1,0,0,0
1,5730,,1,1,34,1,1,3,0,1,0,0,0
1,5129,,0,1,46,0,1,3.8219178,0,2,0,0,0
1,5305,,0,1,63,0,0,3,0,1,0,0,0
1,3150,595,1,1,28,1,1,6,0,1,1,0,1
1,96,,0,1,43,0,1,3.789041,0,2,0,0,0
1,4693,,1,1,19,0,1,2.0191782,0,1,0,0,0
1,86,,1,1,27,0,1,15,0,2,0,0,0
1,4746,,0,1,25,0,1,3,0,2,0,0,0
1,3806,,0,1,21,0,1,1.1643835,0,1,0,0,0
1,1483,,1,1,36,0,1,1.0027397,0,1,0,0,0
1,2225,,0,1,34,0,0,3,0,1,0,0,0
1,2998,,1,1,27,1,1,3,0,1,0,0,0
1,4626,,0,1,28,0,1,1.0027397,0,1,0,0,0
1,2869,,1,1,56,0,1,8,1,2,0,0,0
1,5767,,1,1,31,1,1,14.246575,0,2,0,0,0
1,4972,,1,1,25,0,1,3,0,1,0,0,0
1,3750,,1,1,36,0,1,3,0,1,0,0,0
1,3928,,1,1,28,0,1,3,0,1,0,0,0
1,2320,,1,1,53,0,1,3,0,1,0,0,0
1,6311,,1,1,26,1,1,1.0027397,0,1,0,0,0
1,5592,,0,1,47,1,1,3.7397261,2,2,0,0,0
1,3427,,0,1,36,0,1,3,0,1,0,0,0
1,5876,,0,1,41,0,1,3,0,3,0,0,0
1,3161,,1,1,38,0,1,2.1643836,0,1,0,0,0
1,2667,,0,1,49,0,1,7,0,2,0,0,0
1,221,,1,1,24,0,1,5,0,1,0,0,0
1,5571,,0,1,48,0,1,3.5178082,0,1,0,0,0
1,3207,,1,1,38,0,1,7.4931507,1,4,0,0,0
1,4338,,0,1,53,0,1,1.0027397,0,1,0,0,0
1,3729,1043,1,1,24,1,1,5,1,2,1,1,0
1,4562,,1,1,28,1,1,1.0027397,0,1,0,0,0
1,4796,296,0,1,27,0,1,1.690411,0,3,1,0,1
1,4187,,1,1,33,1,0,1.4931507,0,1,0,0,0
1,1127,,1,1,29,0,1,2.0821917,0,1,0,0,0
1,2750,,1,1,55,0,1,3,0,1,0,0,0
0,-49,,1,1,57,1,1,8,0,1,0,0,0
1,4485,,0,1,39,0,1,3,0,2,0,0,0
1,1944,,0,1,38,0,1,2.4931507,0,1,0,0,0
1,726,,1,1,24,0,1,4.2465754,0,1,0,0,0
1,5131,,0,1,26,0,1,1.4931507,0,2,0,0,0
1,5921,,0,1,27,0,1,1.4931507,0,2,0,0,0
1,961,,1,1,22,1,0,1.4931507,0,1,0,0,0
1,2097,106,0,1,47,1,1,5,0,1,1,0,1
1,4248,,1,1,24,0,1,2,0,1,0,0,0
1,5656,,0,1,37,1,1,3,0,1,0,0,0
1,4862,,0,1,30,0,1,5,0,2,0,0,0
1,5465,,1,1,26,1,1,3,0,1,0,0,0
1,1707,,0,1,27,0,1,2,0,1,0,0,0
1,5163,,1,1,31,1,1,2.4931507,0,1,0,0,0
1,378,,1,1,29,1,1,3.8219178,0,1,0,0,0
1,2152,,1,1,32,1,1,3,0,1,0,0,0
1,1214,,1,1,57,0,1,15,0,1,0,0,0
1,3147,,0,1,28,0,1,4,0,1,0,0,0
1,4703,,0,1,33,1,1,5,3,2,0,0,0
1,3911,,0,1,34,1,0,3,0,1,0,0,0
1,4918,,1,1,27,0,1,3,1,3,0,0,0
1,4834,,0,1,26,0,0,5,0,2,0,0,0
1,361,,1,1,27,1,1,5,0,1,0,0,0
1,4911,,0,1,33,0,1,3,0,2,0,0,0
1,5463,,1,1,56,0,1,3,0,1,0,0,0
1,567,,1,1,24,0,1,5,0,1,0,0,0
1,4623,,0,1,45,1,0,3.6356165,1,2,0,0,0
1,4395,,0,1,32,0,1,3,0,1,0,0,0
1,1936,,1,1,30,1,0,7,0,1,0,0,0
1,1537,3708,1,1,24,1,1,5,0,1,1,1,0
1,440,,0,1,46,0,1,3,1,1,0,0,0
1,4897,,0,1,21,0,1,3.1643836,0,1,0,0,0
1,1558,2652,0,1,23,1,1,4,1,3,1,1,0
1,3260,,0,1,38,0,1,4,0,1,0,0,0
1,1715,,1,1,24,0,1,7,0,1,0,0,0
1,5109,,0,1,26,1,1,3.3287671,0,1,0,0,0
0,-312,,1,1,25,1,1,5.0246577,2,2,0,0,0
1,4501,,1,1,29,1,1,3,1,2,0,0,0
1,5059,,0,1,31,0,0,3,0,1,0,0,0
1,2230,,0,1,19,1,1,4,0,1,0,0,0
1,2154,,1,1,25,1,1,3,0,2,0,0,0
1,887,,1,1,23,1,1,3,0,1,0,0,0
1,4126,,0,1,24,1,1,3,0,1,0,0,0
1,67,,1,1,28,1,1,5,0,1,0,0,0
1,1113,,1,1,43,0,1,5,0,1,0,0,0
1,4256,,0,1,31,0,1,1.0027397,0,2,0,0,0
1,1078,702,1,1,47,0,1,1.2465754,0,2,1,1,0
1,2470,,1,1,52,0,1,2,1,1,0,0,0
1,1149,,1,1,40,0,1,3,0,5,0,0,0
1,3373,,1,1,30,1,1,3,0,1,0,0,0
1,4775,,1,1,51,1,1,3,0,1,0,0,0
1,3631,,1,1,28,0,1,10,0,2,0,0,0
1,522,,1,1,38,1,1,4,0,1,0,0,0
1,5123,,0,1,28,0,0,3,0,2,0,0,0
1,3841,,0,1,26,1,1,5,0,1,0,0,0
1,2670,,1,1,28,0,1,10,0,1,0,0,0
1,2312,1645,0,1,38,0,1,3.0821917,2,1,1,0,1
1,5566,,0,1,29,0,1,2,0,1,0,0,0
1,832,,0,1,40,0,0,3,0,1,0,0,0
1,3115,,0,1,31,0,1,5,0,4,0,0,0
1,2979,1839,1,1,25,1,1,5,1,1,1,0,1
1,1737,,1,1,24,1,0,7.4931507,0,1,0,0,0
1,4308,,1,1,32,1,1,2,1,1,0,0,0
1,617,3229,1,1,24,1,1,4.7726026,0,6,1,1,0
1,2687,,1,1,45,0,1,2.9041095,0,1,0,0,0
1,4330,,0,1,46,0,1,3,0,1,0,0,0
1,5170,,0,1,40,0,1,2,0,2,0,0,0
1,1432,1713,0,1,32,1,1,3,0,1,1,0,1
1,3727,,1,1,44,0,1,3,0,1,0,0,0
1,79,,1,1,26,1,1,2.8219178,0,1,0,0,0
1,3722,,1,1,30,0,1,5,0,1,0,0,0
1,4616,135,0,1,20,0,1,1.4931507,0,1,1,1,0
1,5482,,0,1,23,0,1,5,1,1,0,0,0
1,1936,1454,0,1,48,0,1,4,0,1,1,1,0
1,452,,0,1,25,0,1,4,0,3,0,0,0
1,3104,,0,1,38,0,1,3,0,1,0,0,0
1,2350,,1,1,43,0,1,5,0,1,0,0,0
1,2999,,1,1,25,1,1,3,0,3,0,0,0
1,3846,,0,1,27,0,0,3,0,1,0,0,0
1,4022,,0,1,44,0,1,2,0,1,0,0,0
1,4402,,1,1,35,0,1,1.0027397,0,2,0,0,0
1,4527,,1,1,24,1,1,6,0,2,0,0,0
1,3952,,0,1,49,0,1,5,0,1,0,0,0
1,4905,,0,1,23,1,1,3,0,1,0,0,0
1,2702,1306,1,1,20,0,1,1.0027397,0,1,1,1,0
1,4862,,0,1,27,0,1,3,0,2,0,0,0
1,2098,,1,1,22,1,1,6,0,1,0,0,0
1,5198,,0,1,28,1,1,3,0,1,0,0,0
1,4409,,0,1,34,0,1,3,1,1,0,0,0
1,2695,,0,1,23,0,1,3,0,2,0,0,0
1,4980,,0,1,47,0,1,3,1,3,0,0,0
1,1096,741,0,1,19,1,1,3,0,2,1,1,0
1,4533,,0,1,35,0,1,3,0,1,0,0,0
1,4263,271,0,1,28,0,1,3.4931507,0,3,1,1,0
1,5619,,0,1,31,0,1,3,1,1,0,0,0
1,5864,,1,1,25,0,1,3,0,2,0,0,0
1,3869,,0,1,48,0,1,3.6054795,1,1,0,0,0
1,1131,324,1,1,21,1,1,3,0,2,1,0,1
1,1652,516,1,1,38,1,1,6.4109588,4,2,1,0,1
1,5382,,0,1,29,0,1,1.4931507,0,1,0,0,0
1,1169,,0,1,33,0,1,3.4931507,0,1,0,0,0
1,1827,1094,1,1,32,1,1,2,0,2,1,1,0
1,3807,,0,1,57,0,1,3,0,1,0,0,0
1,1824,,0,1,29,0,1,3,0,1,0,0,0
1,2590,,1,1,48,1,1,9.7041092,2,3,0,0,0
1,4269,,1,1,39,1,1,5,3,1,0,0,0
1,3346,,0,1,28,0,1,7,0,1,0,0,0
1,3449,,1,1,32,0,1,3,1,1,0,0,0
1,4773,,0,1,43,0,1,3,1,2,0,0,0
1,3897,,1,1,34,1,1,5,0,2,0,0,0
1,1420,,1,1,41,1,1,2.3287671,0,1,0,0,0
1,2925,,1,1,37,1,0,2,0,4,0,0,0
1,5765,,0,1,23,1,1,3,0,5,0,0,0
1,2114,1527,1,1,26,1,1,3,0,1,1,1,0
0,-190,,1,1,21,1,1,2.4931507,0,1,0,0,0
1,3736,275,1,1,26,1,1,2,0,2,1,0,1
1,4889,,0,1,27,0,1,3,0,2,0,0,0
1,4702,,0,1,39,1,0,3,2,1,0,0,0
1,4081,,0,1,47,0,1,3,0,1,0,0,0
1,2751,,1,1,37,1,1,7.6575341,1,2,0,0,0
1,238,,0,1,64,0,1,10,0,1,0,0,0
1,3194,,1,1,27,1,1,5,0,1,0,0,0
1,2551,,0,1,26,0,1,5.7479453,0,2,0,0,0
1,940,,1,1,37,1,1,3,0,1,0,0,0
1,138,,0,1,56,1,1,1.7397261,0,1,0,0,0
1,4123,,0,1,23,0,1,3,0,2,0,0,0
1,5031,,1,1,25,0,1,1.4931507,0,1,0,0,0
1,1180,,1,1,36,1,1,6,0,1,0,0,0
1,2778,,0,1,54,1,1,5,0,2,0,0,0
1,3457,,0,1,19,1,0,1.4931507,0,1,0,0,0
1,5647,,0,1,42,0,0,3,0,1,0,0,0
1,3493,,1,1,56,0,1,3.9753425,2,2,0,0,0
1,1558,30,0,1,23,1,1,2,1,2,1,1,0
1,3289,,0,1,33,0,1,5,0,2,0,0,0
1,1425,,0,1,30,0,1,3,0,1,0,0,0
1,5993,,0,1,33,1,0,1.8767123,0,1,0,0,0
1,3706,,1,1,38,1,1,5.4931507,0,2,0,0,0
1,200,,0,1,29,1,1,12,0,1,0,0,0
1,221,,0,1,26,0,0,2,0,1,0,0,0
1,1896,,0,1,27,0,1,3,0,1,0,0,0
1,2163,,1,1,27,0,1,2,0,1,0,0,0
1,912,,1,1,45,1,1,7,0,1,0,0,0
1,84,,1,1,44,1,1,1.9041096,0,4,0,0,0
1,4444,,0,1,29,0,1,2,0,2,0,0,0
1,3167,,0,1,39,0,1,4.09863,0,2,0,0,0
1,4820,,0,1,22,0,1,3,0,1,0,0,0
1,571,,1,1,23,0,1,2.8219178,0,4,0,0,0
1,3532,,0,1,49,0,1,5,1,5,0,0,0
1,3571,,0,1,21,0,1,3,0,1,0,0,0
1,2842,,0,1,35,0,1,3,0,2,0,0,0
1,3093,,0,1,22,0,1,3,0,2,0,0,0
1,4206,,1,1,22,1,1,2,0,2,0,0,0
1,4983,,0,1,28,0,1,6.0383563,0,4,0,0,0
1,4710,,0,1,53,0,1,3,1,4,0,0,0
1,2205,,1,1,57,0,1,7,0,1,0,0,0
1,5667,,0,1,23,1,1,1.2465754,0,2,0,0,0
1,2028,,1,1,28,1,1,1.0027397,0,3,0,0,0
0,-9,,1,1,20,1,1,1.4931507,0,1,0,0,0
1,166,,0,1,46,0,1,4.4164386,0,3,0,0,0
1,3612,,1,1,29,0,0,3,0,2,0,0,0
1,1575,688,0,1,23,0,1,3,0,2,1,1,0
1,1987,157,1,1,40,1,1,6,0,1,1,1,0
1,952,1620,1,1,25,1,1,5,0,2,1,0,1
1,5052,,1,1,35,0,1,3,0,1,0,0,0
1,5205,,1,1,27,0,1,3.4931507,0,1,0,0,0
1,4387,,0,1,27,0,0,2,0,2,0,0,0
1,3673,,1,1,32,1,1,5,0,1,0,0,0
1,5864,,0,1,31,1,1,1.4931507,0,2,0,0,0
1,971,269,1,1,26,1,1,1.0027397,0,4,1,1,0
1,5137,,0,1,45,0,1,3,0,1,0,0,0
1,2329,,0,1,36,0,1,3,0,1,0,0,0
1,4206,,1,1,30,1,1,3,0,1,0,0,0
1,1986,,1,1,28,0,1,7,0,1,0,0,0
1,3416,,1,1,29,1,0,7,0,1,0,0,0
1,5478,,0,1,24,0,1,1.0027397,0,3,0,0,0
1,4280,,1,1,24,1,1,6.4931507,0,1,0,0,0
1,2737,,0,1,40,1,1,4,2,1,0,0,0
1,1874,1796,0,1,48,0,0,3,0,1,1,1,0
1,5332,,0,1,34,0,1,3,0,2,0,0,0
1,2271,,1,1,37,1,1,5,0,1,0,0,0
1,2454,,1,1,28,0,1,7,0,2,0,0,0
1,4905,,0,1,23,0,1,3,0,1,0,0,0
1,1865,,0,1,42,0,1,8,0,1,0,0,0
1,134,,1,1,29,1,1,2.4931507,0,1,0,0,0
1,5026,,0,1,30,0,1,2.4931507,0,1,0,0,0
1,1799,,0,1,33,1,1,3.5068493,3,5,0,0,0
1,3872,,1,1,23,1,1,1.4931507,0,4,0,0,0
1,4941,,0,1,26,0,1,3,0,2,0,0,0
1,2113,,0,1,43,0,0,4,1,4,0,0,0
1,2793,,0,1,41,0,1,3,0,1,0,0,0
1,5352,,0,1,60,0,0,3,0,2,0,0,0
1,1035,,1,1,37,1,1,3,0,2,0,0,0
1,5128,,0,1,49,0,1,5,4,4,0,0,0
1,5184,,0,1,22,0,0,1.9095891,0,1,0,0,0
1,1416,,1,1,49,0,1,5,0,1,0,0,0
1,1217,,1,1,46,1,1,7,1,3,0,0,0
1,4368,,0,1,25,1,1,3,0,3,0,0,0
1,1355,,1,1,28,1,1,3,0,2,0,0,0
1,2394,,1,1,49,0,1,4.6164384,0,1,0,0,0
1,5050,,0,1,32,0,1,6.2273974,2,4,0,0,0
1,5012,,0,1,40,0,0,4.4931507,0,1,0,0,0
1,2611,1236,1,1,32,1,1,2,2,3,1,0,1
1,5197,,0,1,53,0,1,1.3287672,0,1,0,0,0
0,-2,102,1,1,18,1,1,5,0,3,1,1,0
1,1356,64,1,1,31,1,1,4.1643834,0,3,1,0,1
1,4171,,1,1,21,1,1,1.4931507,0,2,0,0,0
1,3786,,1,1,28,0,1,4,0,1,0,0,0
1,3189,,1,1,36,1,1,2.4931507,0,2,0,0,0
1,1952,,0,1,21,0,1,2,0,1,0,0,0
1,5788,,0,1,34,0,0,3,0,4,0,0,0
1,5722,,0,1,28,1,1,3.0986302,1,1,0,0,0
1,4466,57,1,1,29,1,1,1.4931507,0,1,1,0,1
1,2580,1056,1,1,44,1,1,3,3,1,1,0,1
1,2720,,1,1,26,1,1,6,0,2,0,0,0
1,4598,,1,1,31,0,0,3,0,1,0,0,0
1,1592,,0,1,24,0,1,5,0,2,0,0,0
1,5316,,0,1,40,0,1,3,0,1,0,0,0
1,5550,,0,1,28,0,1,3,0,1,0,0,0
1,4033,,0,1,31,1,1,6.4931507,0,5,0,0,0
1,4575,,1,1,38,1,1,5,1,1,0,0,0
1,2294,,0,1,41,0,1,3,0,2,0,0,0
1,4154,,1,1,49,0,1,15,0,1,0,0,0
1,1938,,0,1,34,0,1,1.0821918,0,1,0,0,0
1,4284,,1,1,26,0,1,3.3890412,1,2,0,0,0
1,1989,756,0,1,22,0,1,2,0,1,1,0,1
1,3099,2505,0,1,23,0,0,3,0,2,1,1,0
1,4888,,0,1,28,0,1,2,0,1,0,0,0
1,4730,,0,1,47,0,0,5,0,1,0,0,0
1,2475,,1,1,32,1,1,7,0,1,0,0,0
1,1853,,1,1,31,1,1,2.4931507,0,1,0,0,0
0,-84,,1,1,59,1,1,1.7397261,0,1,0,0,0
1,3637,,1,1,25,1,1,3,0,1,0,0,0
1,4399,,0,1,43,0,1,3,0,1,0,0,0
1,474,,1,1,28,0,1,4.3287673,0,1,0,0,0
1,3190,,1,1,34,1,1,2.5753424,0,1,0,0,0
1,626,,0,1,24,0,1,5.821918,0,1,0,0,0
1,4961,,0,1,26,0,1,3,0,2,0,0,0
1,5325,,1,1,24,1,1,3,0,1,0,0,0
1,2063,,0,1,21,0,1,3,0,1,0,0,0
1,393,,1,1,60,0,1,5.3287673,0,1,0,0,0
1,3911,,1,1,39,0,1,4,0,1,0,0,0
1,2869,,0,1,39,0,1,3,0,1,0,0,0
1,1718,,1,1,28,1,1,5,0,1,0,0,0
1,4501,129,1,1,57,0,1,3,0,1,1,1,0
1,1534,2427,0,1,23,0,1,1.4931507,0,1,1,0,1
1,2828,,0,1,32,0,1,3.7397261,0,1,0,0,0
1,3652,282,1,1,29,1,1,3,0,3,1,0,1
1,3850,,0,1,31,0,1,1.0027397,0,1,0,0,0
1,4765,,0,1,30,0,1,7,0,3,0,0,0
1,2786,,1,1,28,0,1,3,0,3,0,0,0
1,5067,,0,1,34,1,1,3.6575344,0,1,0,0,0
1,349,,1,1,56,0,1,5,0,1,0,0,0
1,510,,1,1,59,1,0,1.7397261,0,1,0,0,0
1,367,,1,1,26,0,1,4,0,2,0,0,0
1,886,418,1,1,30,1,1,2,2,2,1,0,1
1,2019,,1,1,29,0,1,3,0,1,0,0,0
1,445,,1,1,40,0,1,2.4931507,1,2,0,0,0
1,480,231,1,1,28,1,1,4.4931507,1,1,1,1,0
1,1830,,0,1,29,0,1,2.1232877,0,4,0,0,0
1,4339,,0,1,35,1,1,5.3945208,3,2,0,0,0
1,3470,,1,1,19,1,1,3,0,1,0,0,0
1,2609,695,0,1,36,0,1,3,1,2,1,1,0
1,4467,,0,1,41,0,1,7,2,3,0,0,0
1,791,,1,1,31,1,1,2.4931507,0,2,0,0,0
