after,distnoab,timetorecid,traffcoc,ban,age,black,male,totalyearssentenced,prioroffensenumber,countoffenses,anyrecid,finrecidany,nonfinrecidany
1,3199,,1,1,25,1,1,1.0027397,0,1,0,0,0
1,5127,,0,1,40,0,1,4,0,1,0,0,0
1,4113,,1,1,37,0,1,3,0,1,0,0,0
1,4087,,0,1,26,0,1,2.0821917,0,2,0,0,0
1,2566,,0,1,47,0,1,3,0,1,0,0,0
1,2840,,1,1,41,0,1,7,0,1,0,0,0
1,117,,1,1,43,1,1,3,0,1,0,0,0
1,4934,,0,1,21,0,1,3,0,2,0,0,0
1,5593,,0,1,29,0,1,3,0,1,0,0,0
1,3139,,1,1,20,0,1,10,0,2,0,0,0
1,5573,,0,1,29,1,0,2,0,3,0,0,0
1,2079,,1,1,37,0,1,3.4931507,0,1,0,0,0
1,6545,,1,1,38,0,1,3,1,2,0,0,0
1,1693,,1,1,60,0,1,8,0,1,0,0,0
1,1288,,1,1,26,1,1,15,0,2,0,0,0
1,2336,,0,1,39,0,0,3,0,1,0,0,0
1,5387,,0,1,50,0,1,1.0027397,0,1,0,0,0
1,5982,,0,1,25,1,1,3,0,2,0,0,0
1,2777,,1,1,45,1,1,4,0,1,0,0,0
1,5045,,0,1,39,0,1,3,0,1,0,0,0
1,4268,,0,1,50,0,1,3,0,1,0,0,0
1,3730,,1,1,25,1,1,3,0,5,0,0,0
1,1897,,1,1,49,0,1,2,1,2,0,0,0
1,2292,,1,1,43,0,1,2,1,5,0,0,0
1,348,,1,1,45,1,1,5,1,2,0,0,0
0,-92,,1,1,25,1,1,17,1,1,0,0,0
1,3737,,1,1,34,1,1,7,2,1,0,0,0
1,2470,,0,1,29,0,1,7,0,2,0,0,0
1,4795,,0,1,33,0,1,4.1643834,0,2,0,0,0
1,327,,1,1,35,1,1,2.1643836,2,2,0,0,0
1,4387,,1,1,40,1,1,3,0,1,0,0,0
1,4964,,0,1,36,0,0,3,0,2,0,0,0
1,1702,,1,1,18,1,1,2,0,1,0,0,0
1,4360,,0,1,27,0,1,3,0,1,0,0,0
1,5779,,1,1,48,1,1,3,0,1,0,0,0
1,4500,,0,1,38,0,1,7,0,1,0,0,0
1,2380,,1,1,47,0,1,7,0,1,0,0,0
1,3322,,0,1,54,0,1,3,0,1,0,0,0
1,1936,,1,1,17,1,1,9,0,2,0,0,0
1,2981,,1,1,21,0,1,2.4931507,0,1,0,0,0
1,4890,,0,1,19,0,1,1.4931507,0,1,0,0,0
1,3462,,0,1,24,0,1,3,0,3,0,0,0
1,4281,,1,1,33,0,1,3,0,2,0,0,0
1,2482,,1,1,28,0,1,2,0,2,0,0,0
1,5228,,0,1,33,0,1,6,0,1,0,0,0
1,4834,,1,1,21,1,1,1.8520548,1,1,0,0,0
1,1611,,0,1,39,0,1,7.4931507,0,1,0,0,0
1,3259,,1,1,28,1,1,10,0,2,0,0,0
1,882,,0,1,42,0,1,1.7397261,0,1,0,0,0
1,1153,,1,1,35,1,1,9,4,1,0,0,0
1,3587,,1,1,31,1,1,7,0,1,0,0,0
1,5303,,0,1,44,0,1,3,0,1,0,0,0
1,1274,,0,1,44,0,1,3,0,1,0,0,0
1,3854,,0,1,40,1,1,3,0,1,0,0,0
1,716,,1,1,21,0,1,3,0,2,0,0,0
1,4679,,1,1,24,1,1,1.4931507,0,1,0,0,0
1,4913,,0,1,29,0,0,3,0,2,0,0,0
1,4549,,0,1,46,1,1,3,0,1,0,0,0
1,2536,,1,1,28,1,1,7,0,3,0,0,0
1,5690,,1,1,23,1,0,3,0,1,0,0,0
1,623,,1,1,24,1,1,5.6986303,0,3,0,0,0
1,4521,,1,1,26,1,1,3,0,3,0,0,0
1,4459,,0,1,52,0,0,3,0,1,0,0,0
1,4905,,0,1,51,0,1,3,0,2,0,0,0
1,3131,,0,1,23,0,1,3,0,2,0,0,0
1,60,86,1,1,23,1,1,5.2465754,2,2,1,1,0
1,3772,,0,1,38,0,0,3,0,1,0,0,0
1,4220,,0,1,25,1,1,5,0,4,0,0,0
1,3126,,1,1,24,1,1,6,0,5,0,0,0
1,1875,,0,1,41,0,1,1.0821918,0,1,0,0,0
1,3127,,1,1,35,0,1,3,0,1,0,0,0
1,2602,,0,1,29,1,1,4.6547947,2,1,0,0,0
1,4212,,0,1,23,0,1,7.4931507,1,2,0,0,0
1,2264,,1,1,52,0,1,2,0,2,0,0,0
1,4348,,0,1,39,1,1,1.9123287,1,1,0,0,0
1,5908,,0,1,45,1,1,2,0,2,0,0,0
1,3785,,0,1,43,0,1,3.7150686,0,1,0,0,0
1,2243,,1,1,40,0,1,10,0,1,0,0,0
1,1348,,0,1,37,1,1,1.0027397,0,1,0,0,0
1,1055,,1,1,21,0,1,2,0,1,0,0,0
1,4965,,0,1,23,1,1,1.4931507,0,1,0,0,0
1,234,,0,1,33,0,0,1.6164384,0,2,0,0,0
1,5254,,1,1,39,1,1,3,0,1,0,0,0
1,4549,,0,1,29,1,1,7,1,3,0,0,0
1,46,,1,1,47,0,1,1.7397261,0,1,0,0,0
1,1526,,0,1,23,0,1,6.1232877,0,1,0,0,0
1,5663,,0,1,28,0,0,3,0,4,0,0,0
1,6,,1,1,34,1,1,4.0383563,2,2,0,0,0
1,1775,,1,1,25,1,1,4,0,1,0,0,0
1,6150,,0,1,52,0,1,1.0027397,0,1,0,0,0
1,3265,,0,1,34,1,1,2.4931507,0,3,0,0,0
1,4025,,0,1,40,0,1,7.0246577,0,2,0,0,0
1,5957,,0,1,24,1,1,1.4931507,0,1,0,0,0
1,5172,,0,1,58,0,1,3,0,2,0,0,0
1,3814,548,1,1,27,1,1,3,0,2,1,0,1
1,2558,,1,1,46,0,1,6,0,1,0,0,0
1,4489,,0,1,20,0,0,4.7041097,0,2,0,0,0
1,2329,,1,1,29,0,1,2.4931507,0,1,0,0,0
1,3122,,0,1,26,1,1,5,0,4,0,0,0
1,5514,,0,1,28,0,1,1.0821918,0,2,0,0,0
1,3747,1417,0,1,31,0,1,3,0,4,1,1,0
1,4773,,1,1,37,0,1,3,0,1,0,0,0
1,2636,,0,1,20,0,0,1.7561644,0,1,0,0,0
1,4684,,0,1,35,1,1,3.0219178,2,1,0,0,0
1,3696,,1,1,45,0,1,3.4931507,0,1,0,0,0
0,-119,,1,1,18,0,1,5,0,1,0,0,0
1,1928,,0,1,25,0,1,3.6575344,0,1,0,0,0
1,984,,1,1,21,1,1,4.1561642,0,1,0,0,0
1,3645,,0,1,26,0,1,3,0,2,0,0,0
1,3834,,1,1,27,1,1,4,0,6,0,0,0
1,4562,,0,1,44,0,0,3,0,1,0,0,0
1,2627,,1,1,47,1,1,7,2,2,0,0,0
0,-207,,1,1,40,1,1,3.4931507,0,2,0,0,0
1,4499,638,0,1,27,1,1,1.2465754,0,1,1,1,0
1,4772,,1,1,22,0,1,3.0630138,0,1,0,0,0
1,1798,,0,1,31,0,0,6.5178084,0,2,0,0,0
1,2663,1351,1,1,20,0,1,5,0,1,1,0,1
1,5739,,0,1,31,0,0,3,0,2,0,0,0
1,278,,1,1,42,0,1,7,0,1,0,0,0
1,2796,,1,1,28,0,1,5,0,1,0,0,0
1,3465,,1,1,41,0,1,7,0,1,0,0,0
1,5250,,0,1,44,0,0,3,0,1,0,0,0
1,4716,,0,1,35,1,1,3,0,2,0,0,0
1,3815,,1,1,76,0,1,3,0,1,0,0,0
1,3539,13,1,1,21,1,1,4.049315,0,3,1,1,0
1,2744,,1,1,35,1,1,5,1,3,0,0,0
1,2471,,1,1,30,0,1,3,0,2,0,0,0
0,-24,,1,1,22,1,0,3,0,1,0,0,0
1,2094,,0,1,43,0,1,15,0,4,0,0,0
1,2021,,1,1,35,0,1,6,0,2,0,0,0
1,2999,,1,1,47,0,1,5,0,1,0,0,0
1,2404,,1,1,29,1,1,8,0,1,0,0,0
1,2626,,0,1,27,0,1,7,0,1,0,0,0
1,4484,,1,1,47,1,1,5.7643838,6,2,0,0,0
1,3443,,1,1,24,1,1,2,0,2,0,0,0
1,5463,,1,1,28,1,1,3,1,1,0,0,0
1,3020,,0,1,45,0,1,3,0,1,0,0,0
1,356,,1,1,25,0,1,5,0,1,0,0,0
1,4974,,0,1,30,0,1,3,0,2,0,0,0
1,2264,,0,1,26,0,1,1.0027397,0,2,0,0,0
1,115,,0,1,28,0,1,2.3123288,0,4,0,0,0
1,5103,,0,1,31,0,1,3,0,1,0,0,0
1,2090,,0,1,26,0,0,3,0,3,0,0,0
1,3093,,0,1,23,1,0,3,0,1,0,0,0
1,3146,,1,1,43,1,1,10,0,1,0,0,0
1,4988,,0,1,33,0,1,3,0,2,0,0,0
1,1224,,0,1,24,0,1,2,0,1,0,0,0
1,4814,,0,1,23,0,1,3,0,3,0,0,0
1,3206,,0,1,29,1,1,7,0,2,0,0,0
1,3022,,1,1,39,1,0,3,0,1,0,0,0
1,3948,,0,1,19,0,1,9,0,1,0,0,0
1,2421,,1,1,24,0,1,4,0,1,0,0,0
1,2496,,1,1,33,1,1,5,1,1,0,0,0
1,605,,1,1,21,1,0,2,0,1,0,0,0
1,3459,,0,1,37,0,1,7,0,3,0,0,0
1,5410,,0,1,53,1,1,3,4,1,0,0,0
1,4030,,1,1,31,1,1,5,0,1,0,0,0
1,3423,,1,1,65,0,1,3,1,2,0,0,0
1,2018,,1,1,25,0,1,3,0,1,0,0,0
1,4573,,0,1,33,0,1,1.4931507,0,1,0,0,0
1,2477,,1,1,32,1,1,4.920548,1,2,0,0,0
1,4576,,1,1,25,1,0,5,0,1,0,0,0
1,2818,,1,1,59,1,1,7,0,1,0,0,0
1,2095,1385,1,1,25,1,1,5.821918,0,2,1,0,1
1,2635,,0,1,29,1,1,2,0,3,0,0,0
1,5005,,1,1,57,0,1,4,0,1,0,0,0
1,5047,,0,1,28,0,1,3,0,1,0,0,0
1,6495,,0,1,30,0,1,1.1643835,0,2,0,0,0
0,-56,,0,1,29,0,1,12,0,1,0,0,0
1,3421,664,0,1,23,0,1,4.9369864,0,2,1,1,0
1,2854,,0,1,50,0,1,5,3,2,0,0,0
1,1589,,1,1,23,0,1,3.7397261,0,3,0,0,0
1,1287,,0,1,35,0,0,6.2712331,1,2,0,0,0
1,198,,1,1,38,1,1,1.0027397,0,1,0,0,0
1,2117,,0,1,40,0,0,7,0,4,0,0,0
1,3582,,1,1,29,0,1,3,1,4,0,0,0
1,2534,,1,1,48,0,1,3.4931507,0,1,0,0,0
1,2931,,0,1,35,0,0,6.2465754,1,2,0,0,0
1,1546,,0,1,57,0,1,1.4931507,0,2,0,0,0
1,1765,,1,1,38,1,1,3,1,6,0,0,0
1,3226,,1,1,37,0,0,3,1,1,0,0,0
1,3988,,0,1,52,0,1,3,0,1,0,0,0
1,1247,,0,1,22,0,1,3,0,3,0,0,0
1,1613,,0,1,43,0,0,5,0,2,0,0,0
1,2016,,1,1,57,1,0,3.2410958,0,2,0,0,0
1,1141,,1,1,27,1,1,2,0,1,0,0,0
1,756,,1,1,44,0,1,8.4931507,0,1,0,0,0
1,1077,,1,1,38,0,1,10,0,1,0,0,0
1,6041,,0,1,35,0,1,3,0,1,0,0,0
1,3296,,0,1,32,0,1,4.6657534,1,1,0,0,0
1,4864,,0,1,43,1,1,2,0,1,0,0,0
1,5304,,0,1,33,0,1,5,0,2,0,0,0
1,2014,,0,1,20,0,1,1.8219178,0,2,0,0,0
1,1134,2498,0,1,25,0,1,4.4931507,0,3,1,1,0
1,4526,,0,1,32,0,1,5,0,1,0,0,0
0,-284,,0,1,44,1,1,8,0,1,0,0,0
1,3036,,0,1,20,0,1,8.7780819,0,2,0,0,0
1,2712,,0,1,40,0,1,4.2465754,0,2,0,0,0
1,2561,,0,1,37,0,1,10,0,4,0,0,0
1,2377,,1,1,75,1,1,1.0027397,0,1,0,0,0
1,5046,,1,1,38,0,1,1.2465754,0,1,0,0,0
1,3659,,0,1,49,0,1,7,0,1,0,0,0
1,3517,,0,1,28,0,1,3,0,2,0,0,0
1,1433,,0,1,46,0,0,1.0027397,0,3,0,0,0
1,265,,1,1,48,0,1,2,0,2,0,0,0
1,1532,,1,1,31,0,1,3,0,1,0,0,0
1,3878,,1,1,37,0,1,4.4931507,0,2,0,0,0
1,2259,,1,1,24,0,1,4.0821919,0,1,0,0,0
1,2580,,1,1,45,0,1,2.950685,0,3,0,0,0
1,5621,,0,1,34,0,1,2,2,1,0,0,0
1,3639,,1,1,41,1,1,2,0,1,0,0,0
1,2379,,1,1,25,1,1,3,0,1,0,0,0
1,1728,,1,1,33,0,1,6,0,1,0,0,0
1,3836,,1,1,28,1,1,5,0,1,0,0,0
1,2257,,1,1,19,1,1,2,0,1,0,0,0
1,3477,,1,1,23,0,1,3,0,4,0,0,0
1,3812,,0,1,30,0,1,6,0,1,0,0,0
1,1765,521,1,1,34,1,1,3,0,1,1,0,1
1,3631,,1,1,32,0,1,7,0,1,0,0,0
1,3220,1187,1,1,29,0,1,3,0,1,1,0,1
1,4889,,0,1,43,0,1,1.4931507,1,1,0,0,0
1,118,,1,1,40,1,1,2.1643836,0,2,0,0,0
1,4388,,0,1,19,0,1,2.5068493,0,1,0,0,0
1,3529,,0,1,48,1,0,3,0,1,0,0,0
1,1226,,0,1,27,1,1,10,0,1,0,0,0
1,4568,,1,1,48,0,1,2,1,1,0,0,0
1,2864,386,0,1,28,1,1,3.5917809,2,3,1,0,1
1,3003,,1,1,20,0,1,1.0027397,0,2,0,0,0
1,3700,,1,1,42,0,1,3,0,1,0,0,0
1,1537,,1,1,18,0,1,5,0,1,0,0,0
1,2595,,1,1,30,0,1,1.0027397,0,1,0,0,0
1,4498,192,0,1,40,0,1,6,1,2,1,1,0
1,1875,,1,1,48,0,1,1.8219178,0,1,0,0,0
1,1846,,1,1,22,0,1,3,0,2,0,0,0
1,4946,,0,1,57,0,0,5,0,1,0,0,0
1,4948,,0,1,32,1,1,6,1,4,0,0,0
1,5926,,0,1,47,0,1,3,0,1,0,0,0
1,4150,,0,1,34,0,1,3,0,3,0,0,0
1,2696,,1,1,47,1,1,3,0,2,0,0,0
1,3058,811,1,1,33,0,1,3,2,2,1,1,0
1,3506,607,0,1,29,0,1,7,0,1,1,1,0
0,-16,,1,1,42,0,1,10,0,2,0,0,0
1,4602,,0,1,46,0,1,3,0,1,0,0,0
1,4261,,1,1,28,1,0,4.1972604,1,1,0,0,0
1,2335,,1,1,29,0,1,8,0,3,0,0,0
1,4998,,0,1,31,1,0,1.4931507,0,1,0,0,0
1,3728,,1,1,30,0,1,2,0,1,0,0,0
1,4262,,0,1,34,1,1,3,0,3,0,0,0
1,3715,,0,1,35,0,0,5,1,3,0,0,0
1,4542,,0,1,33,0,1,3,0,1,0,0,0
1,4448,,0,1,23,0,1,4,1,1,0,0,0
1,2486,,1,1,23,1,1,10,0,2,0,0,0
1,5032,,0,1,21,0,0,3,0,2,0,0,0
0,-311,,1,1,23,0,1,4,0,2,0,0,0
1,2064,,0,1,44,1,0,3,0,1,0,0,0
1,1958,2156,1,1,41,0,0,4,0,1,1,1,0
1,4821,,0,1,25,0,1,3,0,2,0,0,0
1,1925,,1,1,26,0,1,1.7397261,0,1,0,0,0
1,1449,437,1,1,30,0,1,1.5753424,0,2,1,1,0
1,1269,79,1,1,28,1,1,3,0,1,1,1,0
1,4646,,0,1,26,1,1,3,0,1,0,0,0
1,1034,,1,1,22,1,1,2,0,1,0,0,0
1,4102,,0,1,55,0,1,3,0,1,0,0,0
1,4113,,1,1,30,1,1,3,1,1,0,0,0
1,740,,1,1,22,0,1,4,0,1,0,0,0
1,180,,1,1,36,1,1,4.7397261,0,1,0,0,0
1,2137,,0,1,54,0,1,12,0,2,0,0,0
1,370,,1,1,26,1,1,6,1,1,0,0,0
1,2280,,1,1,56,0,1,3,0,1,0,0,0
1,1104,,1,1,56,1,1,2,1,1,0,0,0
1,1651,,1,1,24,0,1,2.9041095,0,1,0,0,0
1,2100,,0,1,41,0,1,6,0,2,0,0,0
1,1259,,1,1,40,0,1,2.4931507,0,1,0,0,0
1,4127,,0,1,43,0,1,5.7150683,0,2,0,0,0
1,5346,,0,1,34,0,1,1.4931507,0,1,0,0,0
1,1337,,1,1,31,0,1,3,0,3,0,0,0
1,3840,702,0,1,29,1,1,5,0,2,1,0,1
1,3506,,0,1,28,1,1,3.5561643,2,2,0,0,0
1,4581,,0,1,48,0,1,2.4931507,0,1,0,0,0
1,2441,,1,1,38,0,1,5,1,1,0,0,0
1,2294,,0,1,44,0,1,3,0,1,0,0,0
1,4135,,0,1,43,0,1,1.4931507,0,1,0,0,0
1,475,,1,1,20,0,1,3.3753424,0,2,0,0,0
1,3357,,0,1,23,0,0,5.49863,0,2,0,0,0
1,4183,,0,1,34,0,1,5,0,3,0,0,0
1,68,,1,1,30,1,1,2.3287671,0,1,0,0,0
1,5648,,0,1,28,0,1,3,0,1,0,0,0
1,5446,,0,1,25,1,1,3,0,1,0,0,0
1,5068,747,0,1,48,1,1,3,1,1,1,0,1
1,740,,1,1,48,0,1,3,0,1,0,0,0
1,4421,,1,1,19,1,1,3,0,1,0,0,0
1,5638,,1,1,31,1,1,4.6657534,0,2,0,0,0
1,5473,,0,1,58,0,1,3,1,2,0,0,0
1,1848,1451,0,1,22,1,1,2.2465754,0,1,1,1,0
1,4015,,1,1,29,1,1,5,1,1,0,0,0
1,841,,1,1,23,1,1,4.821918,1,1,0,0,0
1,209,,1,1,25,1,1,5,0,2,0,0,0
1,5344,,0,1,55,0,0,3,0,1,0,0,0
1,5242,,0,1,51,0,1,5,1,2,0,0,0
1,3722,,1,1,38,1,1,4.5369864,1,3,0,0,0
1,3113,,1,1,32,0,0,3,0,1,0,0,0
1,3575,,0,1,31,0,1,6.2465754,3,4,0,0,0
1,4750,,0,1,40,0,1,3,0,1,0,0,0
1,741,,1,1,22,0,1,1.4931507,0,3,0,0,0
1,4771,,0,1,36,0,1,5,1,5,0,0,0
1,4584,,1,1,44,0,1,3,0,1,0,0,0
1,4919,,0,1,28,1,0,5.1479454,0,3,0,0,0
1,1786,,1,1,32,0,1,6,0,2,0,0,0
1,1572,,1,1,41,1,1,4,0,1,0,0,0
1,5046,,1,1,23,0,1,3,0,1,0,0,0
1,2207,,1,1,34,1,1,5,2,3,0,0,0
1,4346,,0,1,28,0,0,2,0,3,0,0,0
1,101,,1,1,26,0,1,5,0,1,0,0,0
1,5541,,0,1,44,0,1,1.4931507,0,2,0,0,0
1,1749,,0,1,47,0,1,4,0,2,0,0,0
1,4864,,1,1,25,1,1,2,0,3,0,0,0
1,4349,,0,1,24,0,1,2.0739727,0,1,0,0,0
1,503,,1,1,49,0,1,1.3287672,0,2,0,0,0
1,6080,,0,1,22,0,1,3,0,1,0,0,0
1,1264,400,1,1,29,1,1,3.4438357,3,3,1,1,0
1,3088,,1,1,25,1,1,4.821918,1,1,0,0,0
1,2245,,0,1,35,0,1,4,0,1,0,0,0
1,5361,,1,1,28,1,1,3.4931507,0,2,0,0,0
1,3836,,0,1,48,0,1,2.4931507,0,1,0,0,0
1,3535,,1,1,24,1,1,3,0,1,0,0,0
1,1475,,1,1,31,0,1,6,0,4,0,0,0
1,3569,,0,1,44,0,0,1.4931507,0,2,0,0,0
1,4722,,0,1,35,0,1,4.2712331,0,2,0,0,0
0,-114,,1,1,32,0,1,5.789041,0,1,0,0,0
1,220,,1,1,25,1,1,4,0,1,0,0,0
1,4176,,1,1,38,0,1,3.5671232,0,1,0,0,0
1,5418,,0,1,52,0,1,5,0,2,0,0,0
1,4611,,0,1,44,0,0,3.8630137,0,2,0,0,0
1,5706,,0,1,35,0,1,3,0,2,0,0,0
1,2358,,1,1,26,1,1,3,0,1,0,0,0
0,-190,,1,1,37,1,1,4.3589039,0,1,0,0,0
1,1075,,1,1,25,1,1,15,0,1,0,0,0
0,-296,,1,1,32,1,1,7,0,1,0,0,0
1,3080,,1,1,26,1,1,5,1,4,0,0,0
1,4356,,0,1,48,0,1,7,1,1,0,0,0
1,2848,,0,1,48,1,1,10,0,1,0,0,0
1,1749,,1,1,47,1,0,3,1,1,0,0,0
1,447,,1,1,27,1,1,1.7397261,0,1,0,0,0
1,4973,517,0,1,50,0,1,1.4931507,0,1,1,1,0
1,2618,,1,1,32,0,1,3,0,2,0,0,0
1,1058,,1,1,34,0,0,7,0,1,0,0,0
1,2861,,1,1,31,1,1,3,0,1,0,0,0
1,3552,,1,1,50,0,1,3,0,2,0,0,0
1,2021,,0,1,28,1,1,6,0,4,0,0,0
1,1928,,1,1,35,0,1,7,0,1,0,0,0
0,-108,2087,1,1,25,1,1,5.0821919,0,2,1,0,1
1,1044,,0,1,47,0,1,4,1,1,0,0,0
1,3930,,0,1,31,1,1,3,0,1,0,0,0
1,4506,,0,1,36,0,1,5,1,3,0,0,0
1,209,356,1,1,27,1,1,7.1890411,2,1,1,1,0
1,4336,,1,1,39,1,1,3,4,1,0,0,0
1,3813,,0,1,28,1,1,1.5753424,1,4,0,0,0
1,5263,,0,1,32,0,1,3,0,4,0,0,0
1,2737,,1,1,43,1,1,6,0,2,0,0,0
1,2429,,0,1,30,1,1,1.0821918,0,1,0,0,0
1,1142,,1,1,27,0,1,3.6575344,0,2,0,0,0
1,4476,,0,1,47,0,0,3,1,2,0,0,0
1,4046,,1,1,27,1,1,3,0,1,0,0,0
1,1244,,0,1,28,0,1,12,0,1,0,0,0
1,4670,,0,1,51,0,0,3,0,1,0,0,0
1,2799,619,0,1,36,0,1,7,0,2,1,1,0
1,4932,,0,1,65,1,1,2,0,1,0,0,0
1,2098,,1,1,46,0,1,7,0,1,0,0,0
1,1963,,0,1,27,0,1,3.4931507,0,1,0,0,0
1,6090,,0,1,36,0,1,2,0,4,0,0,0
1,2268,,1,1,30,1,1,8.4109592,1,2,0,0,0
1,278,1192,0,1,27,1,1,2,0,1,1,1,0
1,3701,,0,1,34,1,1,3,0,1,0,0,0
1,5505,,0,1,34,0,1,4,0,1,0,0,0
1,5136,,0,1,38,0,1,3,0,1,0,0,0
1,2542,,1,1,30,1,1,2.4931507,0,1,0,0,0
1,2575,,0,1,19,1,1,1.4931507,0,2,0,0,0
1,5324,,1,1,29,0,1,3,0,1,0,0,0
1,4352,,0,1,34,0,1,4.1643834,0,1,0,0,0
1,4339,,1,1,25,1,1,8,0,5,0,0,0
1,3570,,0,1,52,1,1,7.4931507,6,2,0,0,0
1,3555,,1,1,54,1,1,3,1,1,0,0,0
1,1652,,0,1,44,0,0,3,0,2,0,0,0
1,2624,,1,1,30,0,1,4,0,1,0,0,0
1,221,,1,1,23,0,1,2,0,1,0,0,0
1,2405,1489,0,1,26,0,1,7,0,2,1,1,0
1,1048,,1,1,46,0,1,1.7397261,0,1,0,0,0
1,3772,,1,1,39,1,1,3,1,1,0,0,0
1,3576,,0,1,41,0,1,5.2602739,0,1,0,0,0
1,4404,,0,1,30,0,1,3,2,1,0,0,0
1,3177,,1,1,24,1,1,3,1,4,0,0,0
1,1861,3468,1,1,25,0,1,1.7808219,0,2,1,1,0
1,4914,,0,1,21,0,1,3,0,1,0,0,0
1,3849,,1,1,34,0,1,3.4931507,0,1,0,0,0
1,761,,1,1,29,0,1,15,0,1,0,0,0
1,325,250,1,1,31,1,1,2.7068493,1,4,1,0,1
1,2406,432,0,1,52,0,1,4.0246577,0,2,1,0,1
0,-115,,0,1,34,0,1,5.4931507,2,3,0,0,0
1,5621,,1,1,48,1,1,3,2,2,0,0,0
1,235,3086,0,1,30,0,0,2.4931507,0,3,1,1,0
1,3980,,0,1,42,0,1,3,0,1,0,0,0
1,2768,,1,1,28,0,1,3,0,1,0,0,0
1,5506,,0,1,51,0,1,3,0,1,0,0,0
1,3963,,0,1,26,0,0,3,0,2,0,0,0
1,2595,,0,1,34,0,1,1.0027397,0,1,0,0,0
1,5718,,1,1,46,0,1,3,0,2,0,0,0
1,4155,,0,1,37,0,1,1.2465754,0,1,0,0,0
1,5102,,0,1,32,0,0,3,0,1,0,0,0
1,4449,,1,1,27,0,1,3,0,1,0,0,0
1,6146,,0,1,50,0,1,3,0,1,0,0,0
1,4850,,1,1,54,0,1,2,0,1,0,0,0
1,5058,,0,1,27,0,1,2,1,2,0,0,0
1,621,1280,1,1,32,1,1,12,1,2,1,0,1
1,3169,,1,1,35,0,1,8,0,1,0,0,0
1,2189,,1,1,21,1,1,3,0,1,0,0,0
1,3445,,1,1,23,1,1,3,1,1,0,0,0
0,-7,,1,1,32,1,1,2.5479453,0,1,0,0,0
1,5173,,0,1,42,0,1,3,2,1,0,0,0
1,3402,,0,1,42,0,1,5,0,2,0,0,0
1,3862,1019,0,1,46,1,1,4.9041095,5,1,1,1,0
1,3898,,1,1,42,0,1,2,0,1,0,0,0
1,1154,,1,1,49,0,1,1.4931507,0,2,0,0,0
1,4940,424,0,1,28,0,1,3,1,2,1,1,0
1,11,42,1,1,28,1,1,5,2,3,1,1,0
1,4109,,1,1,71,0,1,3,0,1,0,0,0
1,3307,1273,1,1,31,1,1,5,0,1,1,0,1
1,1721,,0,1,57,0,1,6,0,1,0,0,0
1,5092,,1,1,35,1,1,6,2,1,0,0,0
1,4729,,0,1,53,0,1,1.4931507,0,1,0,0,0
1,2090,,0,1,22,0,1,5.7205482,0,2,0,0,0
1,999,,1,1,28,1,1,2,0,1,0,0,0
1,5226,,0,1,26,0,1,2.0739727,0,1,0,0,0
1,2231,,1,1,19,1,1,9.580822,0,4,0,0,0
1,2994,,0,1,44,0,1,2,0,1,0,0,0
1,2973,,0,1,21,1,1,3.3917809,0,2,0,0,0
1,3959,,1,1,30,0,0,3,0,1,0,0,0
1,38,3190,1,1,33,1,1,4,0,1,1,0,1
1,5201,,0,1,23,1,1,4,1,1,0,0,0
1,3385,,0,1,35,0,1,1.4931507,0,1,0,0,0
1,3548,,1,1,37,0,1,3,0,1,0,0,0
1,1883,,0,1,24,0,1,1.0027397,0,2,0,0,0
1,5263,,1,1,36,0,1,3,0,1,0,0,0
1,29,,1,1,26,0,1,2.4931507,0,1,0,0,0
1,2526,,1,1,18,1,1,7.0246577,0,2,0,0,0
1,818,,1,1,26,0,1,3.5753424,0,1,0,0,0
1,4665,,0,1,42,0,1,3.5561643,1,2,0,0,0
1,1903,,1,1,25,1,1,3,0,1,0,0,0
1,2901,,1,1,21,0,1,3,0,3,0,0,0
1,3871,,0,1,53,0,1,5.580822,0,1,0,0,0
1,5871,,1,1,30,0,1,1.0027397,0,1,0,0,0
1,3366,852,0,1,43,0,1,4.049315,2,2,1,1,0
1,4724,,0,1,20,0,1,5.1232877,0,1,0,0,0
1,2617,,0,1,40,0,1,10,0,1,0,0,0
1,1120,1395,1,1,24,1,1,4,0,2,1,0,1
1,4921,,0,1,33,0,1,3.3287671,0,2,0,0,0
1,4189,1312,1,1,29,1,1,4,0,2,1,0,1
1,4246,,0,1,71,0,1,3,0,1,0,0,0
1,3530,,1,1,22,1,1,10,1,2,0,0,0
1,3922,,0,1,25,1,1,3,0,1,0,0,0
1,644,,1,1,30,0,1,1.4931507,0,1,0,0,0
1,4875,,0,1,29,0,1,2.4931507,0,2,0,0,0
1,4747,575,0,1,42,0,1,3,2,2,1,0,1
1,4954,355,0,1,39,0,0,3,0,1,1,1,0
1,5883,,0,1,32,1,1,2.4082191,0,2,0,0,0
1,1903,2305,0,1,26,0,1,2,0,1,1,1,0
1,5515,,0,1,43,0,0,3,0,1,0,0,0
1,5822,,0,1,27,0,0,3,1,3,0,0,0
1,5582,,0,1,21,1,1,1.4931507,0,1,0,0,0
1,3225,,0,1,47,0,0,1.8876712,0,2,0,0,0
1,1617,,0,1,27,0,1,6.2520547,0,2,0,0,0
1,5366,,0,1,30,0,1,3,0,1,0,0,0
1,3041,,0,1,33,1,1,8,1,2,0,0,0
1,4571,,0,1,55,0,1,1.4931507,0,1,0,0,0
1,4434,,0,1,49,1,1,5,3,1,0,0,0
